state,session.year_start,bill_number,description,status,url,Type, , , , , , , , , , , , , , , , , , 
TN,2019,SB0848,"As introduced, specifies that a child-placing agency shall not be required to provide adoption services that conflict with the agency's sincerely held religious beliefs; prohibits adverse action by an agency of state or local government against a child-placing agency for declining to provide services that conflict with the agency's sincerely held religious beliefs. - Amends TCA Section 4-1-407 and Title 36.",Intro,https://legiscan.com/TN/bill/SB0848/2019,Adoption Bill,,,,,,,,,,,,,,,,,,
TN,2019,SB1304,"As introduced, prohibits a private licensed child-placing agency from being required to perform, assist, consent to, refer, or participate in any child placement for foster care or adoption that would violate the agency's written religious or moral convictions. - Amends TCA Title 36, Chapter 1, Part 1.",Intro,https://legiscan.com/TN/bill/SB1304/2019,Adoption Bill,,,,,,,,,,,,,,,,,,
TN,2011,HB3745,"As introduced, provides a means for parents to request textbooks that inculcate principles of religion within the study of secular subjects. - Amends TCA Title 49, Chapter 6, Part 22.",Intro,https://legiscan.com/TN/bill/HB3745/2011,Bible Literacy Act,,,,,,,,,,,,,,,,,,
TN,2009,SB1306,"As introduced, enacts the ""Religious Viewpoints Antidiscrimination Act."" - Amends TCA Title 49, Chapter 6.",Intro,https://legiscan.com/TN/bill/SB1306/2009,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
TN,2011,SB2775,"As introduced, prohibits any person from coercing, compelling or forcing a hospital to violate any person's free exercise of religion or religious beliefs; makes a violation a Class A misdemeanor. - Amends TCA Title 68, Chapter 11.",Intro,https://legiscan.com/TN/bill/SB2775/2011,Healthcare,,,,,,,,,,,,,,,,,,
TN,2016,HB2379,"As introduced, limits the persons who may solemnize marriage to ministers, pastors, rabbis, priests, and other spiritual leaders; removes all existing authorization for public officials in official capacity to solemnize marriage. - Amends TCA Title 36, Chapter 3.",Intro,https://legiscan.com/TN/bill/HB,Marriage,,,,,,,,,,,,,,,,,,
TN,2015,SB2329,"As introduced, enacts the ""Religious Freedom Restoration Act"". - Amends TCA Title 36, Chapter 3.",Intro,https://legiscan.com/TN/bill/SB2329/2015,Religious Freedom Restoration Act,,,,,,,,,,,,,,,,,,
TN,2015,HB1905,"As enacted, requires each local school board to adopt a policy on the inclusion of religion in curriculum and instructional materials; requires each LEA to create a syllabus to be made public for grades six through 12 on social studies, science, math, and English language arts courses; requires the state board to initiate a revision process for the social studies standards adopted in 2013; requires teacher training institutions to instruct candidates regarding constitutionally permissible instruction of religious content. - Amends TCA Title 49, Chapter 2, Part 1; Title 49, Chapter 5, Part 56 and Title 49, Chapter 6, Part 10.",Passed,https://legiscan.com/TN/bill/HB1905/2015,Bible Literacy Act,,,,,,,,,,,,,,,,,,
TN,2015,SB2186,"As enacted, requires each local school board to adopt a policy on the inclusion of religion in curriculum and instructional materials; requires each LEA to create a syllabus to be made public for grades six through 12 on social studies, science, math, and English language arts courses; requires the state board to initiate a revision process for the social studies standards adopted in 2013; requires teacher training institutions to instruct candidates regarding constitutionally permissible instruction of religious content. - Amends TCA Title 49, Chapter 2, Part 1; Title 49, Chapter 5, Part 56 and Title 49, Chapter 6, Part 10.",Passed,https://legiscan.com/TN/bill/SB2186/2015,Bible Literacy Act,,,,,,,,,,,,,,,,,,
TN,2017,SB2124,"As enacted, requires the department and state board of education to provide certain information regarding Bible curricula and courses. - Amends TCA Title 49.",Passed,https://legiscan.com/TN/bill/SB2124/2017,Bible Literacy Act,,,,,,,,,,,,,,,,,,
TN,2009,SB1283,"As enacted, prohibits a government entity from substantially burdening a person's free exercise of religion unless it demonstrates the application of the burden is essential to further a compelling government interest and is the least restrictive means of furthering that interest.",Passed,https://legiscan.com/TN/bill/SB1283/2009,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
TN,2013,HB1547,"As enacted, enacts the ""Religious Viewpoints Antidiscrimination Act"". - Amends TCA Title 49, Chapter 10 and Title 49, Chapter 6.",Passed,https://legiscan.com/TN/bill/HB1547/2013,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
TN,2016,HB1840,"As enacted, declares that no person providing counseling or therapy services will be required to counsel or serve a client as to goals, outcomes, or behaviors that conflict with the sincerely held principles of the counselor or therapist; requires such counselor or therapist to refer the client to another counselor or therapist; creates immunity for such action; maintains liability for counselors who will not counsel a client based on the counselor's religious beliefs when the individual seeking or undergoing the counseling is in imminent danger of harming themselves or others. - Amends TCA Title 4; Title 49 and Title 63.",Passed,https://legiscan.com/TN/bill/HB1840/2015,Healthcare,,,,,,,,,,,,,,,,,,
TN,2017,HB2368,"As enacted, enacts the ""National Motto in the Classroom Act,"" which requires each local education agency to display the national motto, ""In God We Trust,"" in a prominent location in each school. - Amends TCA Title 49, Chapter 6.",Passed,https://legiscan.com/TN/bill/HB2368/2017,National Motto Display Act,,,,,,,,,,,,,,,,,,
TN,2017,SB2661,"As enacted, enacts the ""National Motto in the Classroom Act,"" which requires each local education agency to display the national motto, ""In God We Trust,"" in a prominent location in each school. - Amends TCA Title 49, Chapter 6.",Passed,https://legiscan.com/TN/bill/SB2661/2017,National Motto Display Act,,,,,,,,,,,,,,,,,,
TN,2017,SJR0472,"Commemorate ""Religious Freedom Day,"" January 16, 2018.",Passed,https://legiscan.com/TN/bill/SJR0472/2017,Religious Freedom Day,,,,,,,,,,,,,,,,,,
TX,2015,HB3864,Relating to protection of the rights of conscience for child welfare services providers.,Dead,https://legiscan.com/TX/bill/HB3864/2015,Adoption Bill,,,,,,,,,,,,,,,,,,
TX,2015,SB1935,Relating to protection of the rights of conscience for child welfare services providers.,Dead,https://legiscan.com/TX/bill/SB1935/2015,Adoption Bill,,,,,,,,,,,,,,,,,,
TX,2017,HB1805,Relating to protection of the rights of conscience for child welfare services providers.,Dead,https://legiscan.com/TX/bill/HB1805/2017,Adoption Bill,,,,,,,,,,,,,,,,,,
TX,2017,HB2779,Relating to protecting freedom of conscience from government discrimination.,Dead,https://legiscan.com/TX/bill/HB2779/2017,Adoption Bill,,,,,,,,,,,,,,,,,,
TX,2017,SB1536,Relating to the ability of a child-placing agency to decline to provide services or accept a referral from the Department of Family and Protective Services on the basis of sincerely held religious beliefs.,Dead,https://legiscan.com/TX/bill/SB1536/2017,Adoption Bill,,,,,,,,,,,,,,,,,,
TX,2017,SB892,Relating to protection of the rights of conscience for child welfare services providers.,Dead,https://legiscan.com/TX/bill/SB892/2017,Adoption Bill,,,,,,,,,,,,,,,,,,
TX,2015,HB2977,Relating to issues affecting counties and certain other governmental entities; authorizing fees.,Dead,https://legiscan.com/TX/bill/HB2977/2015,Marriage,,,,,,,,,,,,,,,,,,
TX,2017,SB522,Relating to issuing a marriage license and conducting a marriage ceremony.,Dead,https://legiscan.com/TX/bill/SB522/2017,Marriage,,,,,,,,,,,,,,,,,,
TX,2017,SB651,Relating to discrimination by a state agency against an applicant for or holder of an occupational license.,Dead,https://legiscan.com/TX/bill/SB651/2017,Healthcare,,,,,,,,,,,,,,,,,,
TX,2017,HB2876,"Relating to the rights of wedding industry professionals and their employees in connection with the provision of goods, services, and facilities that would violate a sincerely held religious belief.",Dead,https://legiscan.com/TX/bill/HB2876/2017,Marriage,,,,,,,,,,,,,,,,,,
TX,2015,HJR125,Proposing a constitutional amendment relating to a person's free exercise of religion.,Dead,https://legiscan.com/TX/bill/HJR125/2015,Religious Freedom Restoration Act,,,,,,,,,,,,,,,,,,
TX,2011,SCR4,"Urging the government of the Republic of Turkey to uphold and safeguard religious and human rights, cease discrimination against the Ecumenical Patriarchate and recognize its international status, grant the Ecumenical Patriarchate the authority to determine ecclesiastical succession and the right to train clergy of all nationalities, and respect the property rights of the Ecumenical Patriarchate and the human rights of its personnel.",Intro,https://legiscan.com/TX/bill/SCR4/2011,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
TX,2011,SJR49,Proposing a constitutional amendment relating to an individual's or a religious organization's free exercise of religion.,Intro,https://legiscan.com/TX/bill/SJR49/2011,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
TX,2015,HJR55,Proposing a constitutional amendment relating to a person's free exercise of religion.,Intro,https://legiscan.com/TX/bill/HJR55/2015,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
TX,2015,SJR10,Proposing a constitutional amendment relating to an individual's or religious organization's freedom of religion.,Intro,https://legiscan.com/TX/bill/SJR10/2015,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
TX,2015,HJR65,Proposing a constitutional amendment relating to the prohibition of government interference with certain speech by religious leaders and students.,Intro,https://legiscan.com/TX/bill/HJR65/2015,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
TX,2015,HB1674,"Relating to a physician counseling requirement for persons claiming an immunization exemption on the basis of conscience, including a religious belief.",Intro,https://legiscan.com/TX/bill/HB1674/2015,Healthcare,,,,,,,,,,,,,,,,,,
TX,2017,HB241,"Relating to a health care practitioner counseling requirement for persons claiming an immunization exemption on the basis of conscience, including a religious belief.",Intro,https://legiscan.com/TX/bill/HB241/2017,Healthcare,,,,,,,,,,,,,,,,,,
TX,2017,HB3856,Relating to the regulation of the conduct of certain counseling professions.,Intro,https://legiscan.com/TX/bill/HB3856/2017,Healthcare,,,,,,,,,,,,,,,,,,
TX,2017,SB2096,Relating to the regulation of the conduct of certain counseling professions.,Intro,https://legiscan.com/TX/bill/SB2096/2017,Healthcare,,,,,,,,,,,,,,,,,,
TX,2019,SB1776,Relating to the development of an elective course for public high school students on the founding principles of the United States and the posting of the founding documents of the United States in public school buildings.,Intro,https://legiscan.com/TX/drafts/SB1776/2019,Bible Study,,,,,,,,,,,,,,,,,,
TX,2017,HB1813,Relating to issuing a marriage license and conducting a marriage ceremony.,Intro,https://legiscan.com/TX/bill/HB1813/2017,Marriage,,,,,,,,,,,,,,,,,,
TX,2015,HB3567,Relating to the rights of certain religious organizations and individuals relating to a marriage that violates a sincerely held religious belief.,Intro,https://legiscan.com/TX/bill/HB3567/2015,Marriage,,,,,,,,,,,,,,,,,,
TX,2015,HB3602,"Relating to the religious freedom of a conscientious objector to act or fail to act with respect to certain issues of marriage, sexual relations, and gender.",Intro,https://legiscan.com/TX/bill/HB3602/2015,Marriage,,,,,,,,,,,,,,,,,,
TX,2015,HB623,"Relating to the funding, issuing, and litigation of certain marriage licenses.",Intro,https://legiscan.com/TX/bill/HB623/2015,Marriage,,,,,,,,,,,,,,,,,,
TX,2015,SB1799,Relating to the religious freedom of a conscientious objector to act or fail to act with respect to certain issues of marriage.,Intro,https://legiscan.com/TX/bill/SB1799/2015,Marriage,,,,,,,,,,,,,,,,,,
TX,2017,HB3571,Relating to civil actions based on and local governmental punishment of a person's refusal to violate the person's sincerely held religious belief.,Intro,https://legiscan.com/TX/bill/HB3571/2017,Marriage,,,,,,,,,,,,,,,,,,
TX,2017,SB893,Relating to the protection of religious beliefs and moral convictions regarding marriage.,Intro,https://legiscan.com/TX/bill/SB893/2017,Marriage,,,,,,,,,,,,,,,,,,
TX,2019,HB2216,Relating to display of the national motto in government buildings.,Intro,https://legiscan.com/TX/bill/HB2216/2019,National Motto Display Act,,,,,,,,,,,,,,,,,,
TX,2019,SB880,Relating to the protection of expressive rights at public institutions of higher education.,Intro,https://legiscan.com/TX/bill/SB880/2019,Free Speech,,,,,,,,,,,,,,,,,,
TX,2019,HB2827,Relating to discrimination by a state agency against an applicant for or holder of an occupational license.,Intro,https://legiscan.com/TX/bill/HB2827/2019,Healthcare,,,,,,,,,,,,,,,,,,
TX,2019,HB2892,Relating to the right of conscientious refusal of a health care service.,Intro,https://legiscan.com/TX/bill/HB2892/2019,Healthcare,,,,,,,,,,,,,,,,,,
TX,2019,HB4357,Relating to the authority of a mental health provider to offer services or counseling based on the provider's sincerely held religious beliefs.,Intro,https://legiscan.com/TX/bill/HB4357/2019,Healthcare,,,,,,,,,,,,,,,,,,
TX,2019,SB1107,Relating to the right of conscientious refusal of a health care service.,Intro,https://legiscan.com/TX/bill/SB1107/2019,Healthcare,,,,,,,,,,,,,,,,,,
TX,2019,SB85,Relating to the regulation of the conduct of certain counseling professions.,Intro,https://legiscan.com/TX/bill/SB85/2019,Healthcare,,,,,,,,,,,,,,,,,,
TX,2019,HB2109,Relating to the right of recusal from the performance of certain marriage ceremonies.,Intro,https://legiscan.com/TX/bill/HB2109/2019,Marriage,,,,,,,,,,,,,,,,,,
TX,2019,HB4512,Relating to the rights of persons relating to a marriage that violates a sincerely held religious belief.,Intro,https://legiscan.com/TX/bill/HB4512/2019,Marriage,,,,,,,,,,,,,,,,,,
TX,2019,SB1009,Relating to the right of recusal from the performance of certain marriage ceremonies.,Intro,https://legiscan.com/TX/bill/SB1009/2019,Marriage,,,,,,,,,,,,,,,,,,
TX,2019,HB2216,Relating to display of the national motto in government buildings.,Intro,https://legiscan.com/TX/bill/HB2216/2019,National Motto,,,,,,,,,,,,,,,,,,
TX,2019,SB679,Relating to display of the national motto in government buildings.,Intro,https://legiscan.com/TX/bill/SB679/2019,National Motto,,,,,,,,,,,,,,,,,,
TX,2019,HB1035,Relating to protecting freedom of conscience from government discrimination.,Intro,https://legiscan.com/TX/bill/HB1035/2019,,,,,,,,,,,,,,,,,,,
TX,2019,HB3172,Relating to the protection of membership in and support to religious organizations.,Intro,https://legiscan.com/TX/bill/HB3172/2019,,,,,,,,,,,,,,,,,,,
TX,2019,HB4497,Relating to protecting freedom of conscience from government discrimination for businesses and other persons.,Intro,https://legiscan.com/TX/bill/HB4497/2019,,,,,,,,,,,,,,,,,,,
TX,2019,SB2090,Relating to inclusion of Bible instruction in the required English language arts curriculum for public school students.,Intro,https://legiscan.com/TX/bill/SB2090/2019,,,,,,,,,,,,,,,,,,,
TX,2019,SB444,Relating to discrimination by a state agency against an applicant for or holder of an occupational license.,Intro,https://legiscan.com/TX/bill/SB444/2019,,,,,,,,,,,,,,,,,,,
TX,2017,HB3859,Relating to protection of the rights of conscience for child welfare services providers.,Passed,https://legiscan.com/TX/bill/HB3859/2017,Adoption Bill,,,,,,,,,,,,,,,,,,
TX,2019,SB17,Relating to discrimination by a state agency against an applicant for or holder of an occupational license.,Passed,https://legiscan.com/TX/bill/SB17/2019,Healthcare,,,,,,,,,,,,,,,,,,
TX,2019,SB1978,"Relating to the protection of membership in, affiliation with, and support provided to religious organizations.",Passed,https://legiscan.com/TX/bill/SB1978/2019,,,,,,,,,,,,,,,,,,,
U.S. House,2014,SB2706,"Child Welfare Provider Inclusion Act of 2014 - Prohibits the federal government, and any state that receives federal funding for any program that provides child welfare services under part B (Child and Family Services) or part E (Federal Payments for Foster Care and Adoption Assistance) of title IV (Grants to States for Aid and Services to Needy Families with Children and for Child-Welfare Services) of the Social Security Act (SSA), from discriminating or taking an adverse action against a child welfare service provider that declines to provide, facilitate, or refer for a child welfare service that conflicts with the provider's sincerely held religious beliefs or moral convictions. Bars such prohibition from applying to SSA requirements that forbid state entities from denying or delaying adoption or foster care placements on the basis of an adoptive parent's or a child's race, color, or national origin. Requires the Secretary of Health and Human Services (HHS) to withhold 15% of the federal funds that a state receives for such programs if the state violates this Act. Allows an aggrieved child welfare service provider to assert such an adverse action violation as a claim or defense in a judicial proceeding and to obtain all appropriate relief (including declaratory relief, injunctive relief, compensatory damages, and reasonable attorney fees and costs).",Dead,https://legiscan.com/US/bill/SB2706/2013,Adoption Bill,,,,,,,,,,,,,,,,,,
U.S. House,2015,HB1299,"Child Welfare Provider Inclusion Act of 2015 Prohibits the federal government, and any state that receives federal funding for any program that provides child welfare services under part B (Child and Family Services) or part E (Foster Care and Adoption Assistance) of title IV of the Social Security Act (SSAct), from discriminating or taking an adverse action against a child welfare service provider that declines to provide, facilitate, or refer for a child welfare service that conflicts with the provider's sincerely held religious beliefs or moral convictions. Bars such prohibition from applying to SSAct requirements that forbid state entities from denying or delaying adoption or foster care placements on the basis of an adoptive parent's or a child's race, color, or national origin. Requires the Department of Health and Human Services to withhold 15% of the federal funds that a state receives for such programs if the state violates this Act. Allows an aggrieved child welfare service provider to assert such an adverse action violation as a claim or defense in a judicial proceeding and to obtain all appropriate relief (including declaratory relief, injunctive relief, compensatory damages, and reasonable attorney's fees and costs).",Dead,https://legiscan.com/US/bill/HB1299/2015,Adoption Bill,,,,,,,,,,,,,,,,,,
U.S. House,2017,HB1881,"Child Welfare Provider Inclusion Act of 2017 This bill prohibits the federal government, and any state or local government that receives federal funding for any program that provides child welfare services under part B (Child and Family Services) or part E (Foster Care and Adoption Assistance) of title IV of the Social Security Act (SSAct), from discriminating or taking an adverse action against a child welfare service provider that declines to provide, facilitate, or refer for a child welfare service that conflicts with the provider's sincerely held religious beliefs or moral convictions. The bill bars such prohibition from applying to SSAct requirements that forbid state entities from denying or delaying adoption or foster care placements on the basis of an adoptive parent's or a child's race, color, or national origin. The Department of Health and Human Services must withhold 15% of the federal funds that a state or local government receives for such programs if the state or local government violates this bill. An aggrieved child welfare service provider may assert such an adverse action violation as a claim or defense in a judicial proceeding and to obtain all appropriate relief (including declaratory relief, injunctive relief, compensatory damages, and reasonable attorney's fees and costs).",Dead,https://legiscan.com/US/bill/HB1881/2017,Adoption Bill,,,,,,,,,,,,,,,,,,
U.S. House,2019,HR897,Child Welfare Provider Inclusion Act of 2019,Intro,https://legiscan.com/US/bill/HB897/2019,Adoption Bill,,,,,,,,,,,,,,,,,,
U.S. Senate,2014,HB5285,"Child Welfare Provider Inclusion Act of 2014 - Prohibits the federal government, and any state that receives federal funding for any program that provides child welfare services under part B (Child and Family Services) or part E (Federal Payments for Foster Care and Adoption Assistance) of title IV (Grants to States for Aid and Services to Needy Families with Children and for Child-Welfare Services) of the Social Security Act (SSA), from discriminating or taking an adverse action against a child welfare service provider that declines to provide, facilitate, or refer for a child welfare service that conflicts with the provider's sincerely held religious beliefs or moral convictions. Bars such prohibition from applying to SSA requirements that forbid state entities from denying or delaying adoption or foster care placements on the basis of an adoptive parent's or a child's race, color, or national origin. Requires the Secretary of Health and Human Services (HHS) to withhold 15% of the federal funds that a state receives for such programs if the state violates this Act. Allows an aggrieved child welfare service provider to assert such an adverse action violation as a claim or defense in a judicial proceeding and to obtain all appropriate relief (including declaratory relief, injunctive relief, compensatory damages, and reasonable attorney fees and costs).",Dead,https://legiscan.com/US/bill/HB5285/2013,Adoption Bill,,,,,,,,,,,,,,,,,,
U.S. Senate,2015,SB667,"Child Welfare Provider Inclusion Act of 2015 Prohibits the federal government, and any state that receives federal funding for any program that provides child welfare services under part B (Child and Family Services) or part E (Foster Care and Adoption Assistance) of title IV of the Social Security Act (SSAct), from discriminating or taking an adverse action against a child welfare service provider that declines to provide, facilitate, or refer for a child welfare service that conflicts with the provider's sincerely held religious beliefs or moral convictions. Bars such prohibition from applying to SSAct requirements that forbid state entities from denying or delaying adoption or foster care placements on the basis of an adoptive parent's or a child's race, color, or national origin. Requires the Department of Health and Human Services to withhold 15% of the federal funds that a state receives for such programs if the state violates this Act. Allows an aggrieved child welfare service provider to assert such an adverse action violation as a claim or defense in a judicial proceeding and to obtain all appropriate relief (including declaratory relief, injunctive relief, compensatory damages, and reasonable attorney's fees and costs).",Dead,https://legiscan.com/US/bill/SB667/2015,Adoption Bill,,,,,,,,,,,,,,,,,,
U.S. Senate,2017,SB811,"Child Welfare Provider Inclusion Act of 2017 This bill prohibits the federal government, and any state or local government that receives federal funding for any program that provides child welfare services under part B (Child and Family Services) or part E (Foster Care and Adoption Assistance) of title IV of the Social Security Act (SSAct), from discriminating or taking an adverse action against a child welfare service provider that declines to provide, facilitate, or refer for a child welfare service that conflicts with the provider's sincerely held religious beliefs or moral convictions. The prohibition also applies to Indian tribal organizations or consortia that have an approved foster care and adoption assistance plan or that have an agreement with a state for the administration of funds under part B or part E of the SSAct. The bill bars such prohibition from applying to SSAct requirements that forbid state entities from denying or delaying adoption or foster care placements on the basis of an adoptive parent's or a child's race, color, or national origin. The Department of Health and Human Services must withhold 15% of the federal funds that such a state, local, or tribal entity receives for such programs if the state, local, or tribal entity violates this bill. An aggrieved child welfare service provider may assert such an adverse action violation as a claim or defense in a judicial proceeding and to obtain all appropriate relief (including declaratory relief, injunctive relief, compensatory damages, and reasonable attorney's fees and costs).",Dead,https://legiscan.com/US/bill/SB811/2017,Adoption Bill,,,,,,,,,,,,,,,,,,
U.S. Senate,2019,SB274,Child Welfare Provider Inclusion Act of 2019,Intro,https://legiscan.com/US/drafts/SB274/2019,Adoption Bill,,,,,,,,,,,,,,,,,,
UT,2015,HB0322,Religious Liberty Act,Dead,https://legiscan.com/UT/bill/HB0322/2015,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
UT,2018,HB398,Higher Education Student Speech Rights,Dead,https://legiscan.com/UT/bill/HB0398/2018,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
UT,2015,HJR5,Proposal to Amend Utah Constitution -- Protection of Religious Rights,Dead,https://legiscan.com/UT/bill/HJR005/2015,Marriage,,,,,,,,,,,,,,,,,,
UT,2015,SB0297,"Protections for Religious Expression and Beliefs about Marriage, Family, or Sexuality",Passed,https://legiscan.com/UT/bill/SB0297/2015,Marriage,,,,,,,,,,,,,,,,,,
UT,2015,HCR002,Concurrent Resolution Designating Religious Freedom Day,Passed,https://legiscan.com/UT/bill/HCR002/2015,Religious Freedom Day,,,,,,,,,,,,,,,,,,
VA,2019,SB1502,"Public schools; electives on the Hebrew Scriptures/Old Testament and the New Testament. Requires the Board of Education to authorize local school boards to offer as an elective in grades nine through 12 with appropriate credits toward graduation a course on the Hebrew Scriptures/Old Testament of the Bible or the New Testament of the Bible or a combined course on both. The bill requires the Board of Education to develop Standards of Learning and curriculum guidelines for such courses. The bill provides that the purpose of such courses is to introduce students to biblical content, characters, poetry, and narratives that are prerequisites to understanding contemporary society and culture, including literature, art, music, mores, oratory, and public policy. The bill prohibits students from being required to use a specific translation of a religious text when taking the courses and provides that such courses shall maintain religious neutrality and shall not endorse, favor, promote, disfavor, or show hostility toward any particular religion or nonreligious perspective.",Dead,https://legiscan.com/VA/bill/SB1502/2019,Bible Literacy Act,,,,,,,,,,,,,,,,,,
VA,2011,HJR593,"Constitutional amendment (first resolution); free exercise of religion. Amends current free exercise of religion provisions of the Virginia Constitution to permit prayer and the recognition of religious beliefs, heritage, and traditions on public property, including public schools in order to secure further the people's right to acknowledge God. The amendment also prohibits (i) the composing of school prayers by the Commonwealth and its political subdivisions, and (ii) requiring persons to join in prayer or other religious activity. The current free exercise of religion provisions of the Virginia Constitution mirror those in the First Amendment of the United States Constitution and provide for the free exercise of religion and prohibit compelling persons to participate in religious activity.",Dead,https://legiscan.com/VA/bill/HJR593/2011,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
VA,2016,HB773,"Government Nondiscrimination Act; creation. Creates the Government Nondiscrimination Act (the Act), which prohibits a government entity from taking any discriminatory action against a person on the basis that such person believes, speaks, or acts in accordance with a sincerely held religious belief that marriage is or should be recognized as the union of one man and one woman and that the terms ""man"" and ""woman"" refer to an individual's immutable biological sex as objectively determined by anatomy and genetics of the individual at the time of birth. For purposes of the Act, discriminatory actions include actions that adversely affect the tax treatment of a person or that withhold or otherwise make unavailable any (i) grant, contract, subcontract, cooperative agreement, guarantee, loan, scholarship, license, certification, accreditation, or employment; (ii) entitlement or benefit under a benefit program; or (iii) entitlement to utilize state property. The Act also provides that a person shall be considered to be validly accredited, licensed, or certified for any purpose under state law if such person would otherwise have been accredited, licensed, or certified but for a determination based upon such person's sincerely held religious belief or moral conviction.",Dead,https://legiscan.com/VA/bill/HB773/2016,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
VA,2013,SJR287,"Constitutional amendment (first resolution); free exercise of religion. Adds to the present constitutional provision on freedom of religion and provides that the right to worship includes prayer in private or public settings, on government premises, on public property, and in all public schools. The amendment also requires public schools to display the Bill of Rights of the United States Constitution. The proposed amendment is based on a provision in the Missouri Constitution approved by the Missouri voters August 7, 2012.",Dead,https://legiscan.com/VA/bill/SJR287/2013,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
VA,2019,HB2567,"Public institutions of higher education in the Commonwealth; free exercise of religion on campus. Provides that, except as otherwise permitted by the First Amendment to the United States Constitution, no public institution of higher education shall prohibit the free exercise of religion by any individual, including enrolled students, faculty and other employees, and invited guests, on campus.",Intro,https://legiscan.com/VA/bill/HB2567/2019,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
VA,2010,HB9,"State Police Volunteer Chaplaincy Program. Allows the Superintendent of State Police to establish a Volunteer Chaplaincy Program. The Superintendent may establish guidelines regarding the selection, conduct, and supervision of volunteers, but may not regulate the volunteers' expression of religious beliefs. The bill also requires that when a volunteer chaplain provides an invocation or benediction at a Department-sanctioned event, the printed program include a disclaimer that the beliefs expressed are those of the individual and are not endorsed or approved by the Department of State Police.",Intro,https://legiscan.com/VA/bill/HB9/2010,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
VA,2014,SB556,"Limited public forums for student religious viewpoint expression; school division policy. Requires each school division to adopt a policy to permit a student speaker to express a religious viewpoint at all school events at which a student is permitted to publicly speak. The policy shall declare each such school event to be a limited public forum, provide a neutral method for the selection of student speakers, and require each school principal to provide a disclaimer in advance of each such school event that the school division does not endorse any religious viewpoint that may be expressed by student speakers.",Intro,https://legiscan.com/VA/bill/SB556/2014,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
VA,2015,HB1414,"Obtaining or renewing government-issued licenses, etc.; conscience clause. Provides that a person shall not be required to perform, assist, consent to, or participate in any action or refrain from performing, assisting, consenting to, or participating in any action as a condition of obtaining or renewing a government-issued license, registration, or certificate where such condition would violate the religious or moral convictions of such person with respect to same-sex marriage or homosexual behavior.",Intro,https://legiscan.com/VA/bill/HB1414/2015,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
VA,2013,SJR261,"Constitutional amendment (first resolution); freedom of speech. Expands the freedom of speech provisions of the Constitution of Virginia to permit prayer and the recognition of religious beliefs, heritage, and traditions on public property, including public school property. The amendment also provides that the Commonwealth and its political subdivisions, including public school divisions, shall not compose prayers and shall not require any person to join in prayer or other religious activity.",Intro,https://legiscan.com/VA/bill/SJR261/2013,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
VA,2016,SB40,"Issuance of marriage licenses; conscience clause; State Registrar of Vital Records. Provides that a clerk or deputy clerk shall not be required to issue a marriage license if such clerk has an objection to the issuance of such license on personal, ethical, moral, or religious grounds. If the clerk or deputy clerk declines to issue a marriage license on such grounds, the parties contemplating marriage may be issued a license by the State Registrar of Vital Records at a local Department of Motor Vehicles office. The bill directs the State Registrar of Vital Records to develop a process with the Commissioner of Motor Vehicles whereby parties contemplating marriage can request and be issued a marriage license at their local Department of Motor Vehicles office.",Intro,https://legiscan.com/VA/bill/SB40/2016,Marriage,,,,,,,,,,,,,,,,,,
VA,2010,HB75,"Special license plates; ""In God We Trust"". Authorizes the issuance of special license plates bearing the national motto: ""In God We Trust.""",Intro,https://legiscan.com/VA/bill/HB75/2010,National Motto Display Act,,,,,,,,,,,,,,,,,,
VA,2011,HB1408,"Special license plates; ""In God We Trust."" Authorizes the issuance of special license plates bearing the national motto: ""In God We Trust."" This bill was incorporated in",Intro,https://legiscan.com/VA/bill/HB1408/2011,National Motto Display Act,,,,,,,,,,,,,,,,,,
